date,prediction
2025-10-06 00:00:00+00:00,115765.164
2025-10-07 00:00:00+00:00,115679.7
2025-10-08 00:00:00+00:00,115249.96
2025-10-09 00:00:00+00:00,114635.47
2025-10-10 00:00:00+00:00,113985.37
2025-10-11 00:00:00+00:00,113271.39
2025-10-12 00:00:00+00:00,113079.52
